,Timestamp,Analog_Output_1_U,Analog_Output_2_U,Analog_Output_1_V,Analog_Output_2_V,Analog_Output_1_W,Analog_Output_2_W,Voltage_Realtime_Output_U,Voltage_Realtime_Output_V,Voltage_Realtime_Output_W,Voltage_Realtime_Slave,Current_Realtime_OUT_U,Current_Realtime_OUT_V,Current_Realtime_OUT_W,Voltage_Output_UV_RMS,Voltage_Output_VW_RMS,Voltage_Output_WU_RMS,Voltage_Output_Intern_U,Voltage_Output_Intern_V,Voltage_Output_Intern_W,Voltage_Output_U_RMS,Voltage_Output_V_RMS,Voltage_Output_W_RMS,Current_Output_U_RMS,Current_Output_V_RMS,Current_Output_W_RMS,Current_Output_Global,Current_Output_Capacitor_U_RMS,Current_Output_Capacitor_V_RMS,Current_Output_Capacitor_W_RMS,Power_Active_Output_U,Power_Active_Output_V,Power_Active_Output_W,Power_Active_Output_Total,Power_Reactive_Output_U,Power_Reactive_Output_V,Power_Reactive_Output_W,Power_Reactive_Output_Total,Power_Apparent_Output_U,Power_Apparent_Output_V,Power_Apparent_Output_W,Power_Apparent_Output_Total,Frequency_Output_U,Frequency_Output_V,Frequency_Output_W,Phase_Angle_Output_U,Phase_Angle_Output_V,Phase_Angle_Output_W,UV_desf_angle,VW_desf_angle,Analog_Input_Realtime_1,Analog_Input_Realtime_2,Analog_Input_Realtime_3,Analog_Input_Realtime_4,Analog_Input_Realtime_5,Analog_Input_Realtime_6,Vbus_menys,Vbus_mes,Vbus_Total
0,13.07.2023 12:44:17.297420,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,281.3017578125,-282.39111328125,-0.11831480264663696,0.0,0.0,0.0,0.0,398.36181640625,398.3621520996094,398.3622131347656,230.3441925048828,230.0153350830078,229.95370483398438,229.99449157714844,229.99488830566406,229.9951934814453,-0.0001842975616455078,0,0,2.469731569290161,7.450943470001221,7.400665760040283,7.489608287811279,2.8232457637786865,3.2568752765655518,3.0242867469787598,9.104408264160156,188.8621063232422,189.7748565673828,188.92596435546875,567.5629272460938,188.63914489746094,190.68539428710938,188.70103454589844,568.0255737304688,50.0,50.0,50.0,0.07654202729463577,-0.25679129362106323,-0.5901246070861816,-0.0,-0.0,-0.007668234873563051,-0.007013849914073944,-0.007489294279366732,-0.007346875034272671,-0.007802734151482582,-0.007811718620359898,425.27972412109375,424.2000732421875,849.4115600585938
1,13.07.2023 12:44:17.397826,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,309.0172424316406,-242.1555633544922,-67.85353088378906,0.0,0.0,0.0,0.0,398.36224365234375,398.3623046875,398.3623046875,230.34378051757812,230.01573181152344,229.95391845703125,229.99468994140625,229.9951629638672,229.994873046875,-0.0001888871192932129,0,0,2.4696669578552246,7.450716018676758,7.4007487297058105,7.489475250244141,2.8653366565704346,3.2617669105529785,3.0529654026031494,9.180068969726562,188.8612060546875,189.7545928955078,188.93360900878906,567.5493774414062,188.63824462890625,190.66387939453125,188.70867919921875,568.0108032226562,50.0,50.0,50.0,0.7082042694091797,0.3748709261417389,0.041537582874298096,-0.0,-0.0,-0.007776838261634111,-0.006998689845204353,-0.007661835756152868,-0.007591015659272671,-0.007802734151482582,-0.007811718620359898,425.44427490234375,424.9184875488281,850.3627319335938
2,13.07.2023 12:44:17.494721,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,63.76081848144531,-308.5120849609375,244.0118865966797,0.0,0.0,0.0,0.0,398.36224365234375,398.3623046875,398.3623046875,230.34378051757812,230.01573181152344,229.95391845703125,229.99468994140625,229.9951629638672,229.994873046875,-0.0001888871192932129,0,0,2.4696669578552246,7.450716018676758,7.4007487297058105,7.489475250244141,2.8653366565704346,3.2617669105529785,3.0529654026031494,9.180068969726562,188.86306762695312,189.75062561035156,188.93360900878906,567.5472412109375,188.63824462890625,190.66387939453125,188.70867919921875,568.0108032226562,50.0,50.0,50.0,0.5398663282394409,0.20653298497200012,-0.12680035829544067,-0.0,-0.0,-0.007834630087018013,-0.007008343003690243,-0.0076944781467318535,-0.007346875034272671,-0.008046874776482582,-0.007811718620359898,425.2596435546875,424.58935546875,849.8489990234375
3,13.07.2023 12:44:17.594643,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,131.83401489257812,-324.0417175292969,191.0527801513672,0.0,0.0,0.0,0.0,398.3625793457031,398.36273193359375,398.36199951171875,230.3433837890625,230.01612854003906,229.95298767089844,229.99476623535156,229.9947509765625,229.99496459960938,-4.6193599700927734e-05,0,0,2.469498634338379,7.450294494628906,7.4009599685668945,7.4900994300842285,2.8541502952575684,3.2426979541778564,3.0702860355377197,9.167134284973145,188.8953857421875,189.73944091796875,188.8767852783203,567.5115966796875,188.67112731933594,190.64886474609375,188.65191650390625,567.971923828125,50.0,50.0,50.0,0.6765280961990356,0.34319475293159485,0.009861409664154053,-0.0,-0.0,-0.007670035120099783,-0.00699468981474638,-0.007661272771656513,-0.007346875034272671,-0.007802734151482582,-0.007811718620359898,425.37603759765625,424.8302001953125,850.3025512695312
4,13.07.2023 12:44:17.694674,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,-3.9047181606292725,-280.0613098144531,135.259521484375,0.0,0.0,0.0,0.0,398.3625793457031,398.36273193359375,398.36199951171875,230.3433837890625,230.01612854003906,229.95298767089844,229.99476623535156,229.9947509765625,229.99496459960938,-4.6193599700927734e-05,0,0,2.469498634338379,7.450294494628906,7.4009599685668945,7.4900994300842285,2.8541502952575684,3.2426979541778564,3.0702860355377197,9.167134284973145,188.89599609375,189.73379516601562,188.8767852783203,567.506591796875,188.67112731933594,190.64886474609375,188.65191650390625,567.971923828125,50.0,50.0,50.0,0.5048568248748779,0.17152348160743713,-0.06014329195022583,-0.0,-0.0,-0.0077228550799191,-0.007073105312883854,-0.007510088384151459,-0.007591015659272671,-0.007802734151482582,-0.008299999870359898,425.38006591796875,424.533203125,849.9132690429688
5,13.07.2023 12:44:17.795715,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,241.27304077148438,-309.63409423828125,67.63111114501953,0.0,0.0,0.0,0.0,398.362548828125,398.3627624511719,398.3619689941406,230.34278869628906,230.01614379882812,229.95262145996094,229.9947967529297,229.99520874023438,229.99485778808594,-0.00015431642532348633,0,0,2.469505548477173,7.450542449951172,7.401092052459717,7.489880084991455,2.8410439491271973,3.243945837020874,3.070730209350586,9.155719757080078,188.86968994140625,189.75045776367188,188.89254760742188,567.5126953125,188.6462860107422,190.65985107421875,188.66766357421875,567.9738159179688,50.0,50.0,50.0,0.6398519277572632,0.3065185844898224,-0.026814758777618408,-0.0,-0.0,-0.0075678229331970215,-0.007223413325846195,-0.007510138209909201,-0.007591015659272671,-0.007558593526482582,-0.007811718620359898,425.2837219238281,424.7419128417969,850.025634765625
6,13.07.2023 12:44:17.896937,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,282.98211669921875,-280.59014892578125,-3.564875602722168,0.0,0.0,0.0,0.0,398.362548828125,398.3627624511719,398.3619689941406,230.34278869628906,230.01614379882812,229.95262145996094,229.9947967529297,229.99520874023438,229.99485778808594,-0.00015431642532348633,0,0,2.469505548477173,7.450542449951172,7.401092052459717,7.489880084991455,2.8410439491271973,3.243945837020874,3.070730209350586,9.155719757080078,188.869140625,189.75213623046875,188.89254760742188,567.5147705078125,188.6462860107422,190.65985107421875,188.66766357421875,567.9738159179688,50.0,50.0,50.0,0.7781803607940674,0.4448470175266266,0.11151367425918579,-0.0,-0.0,-0.007588178850710392,-0.007400318048894405,-0.007496661972254515,-0.007346875034272671,-0.008046874776482582,-0.008299999870359898,425.46435546875,424.5653076171875,850.0496826171875
7,13.07.2023 12:44:17.994196,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,2.8382112979888916,-283.54888916015625,280.1012268066406,0.0,0.0,0.0,0.0,398.3628234863281,398.3625793457031,398.3623046875,230.34347534179688,230.01507568359375,229.95370483398438,229.99493408203125,229.99485778808594,229.99497985839844,-0.00017726421356201172,0,0,2.4695587158203125,7.45069694519043,7.401385307312012,7.489780426025391,2.8615643978118896,3.2684338092803955,3.032400131225586,9.162398338317871,188.865966796875,189.74722290039062,188.90696716308594,567.5201416015625,188.64112854003906,190.66278076171875,188.68206787109375,567.9859619140625,50.0,50.0,50.0,0.5098425149917603,0.17650917172431946,-0.15682417154312134,-0.0,-0.0,-0.007717854343354702,-0.006992820650339127,-0.007656841538846493,-0.007591015659272671,-0.008046874776482582,-0.007811718620359898,425.2556457519531,424.5653076171875,849.8209228515625
8,13.07.2023 12:44:18.094315,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,60.32139205932617,-307.46868896484375,246.01287841796875,0.0,0.0,0.0,0.0,398.3628234863281,398.3625793457031,398.3623046875,230.34347534179688,230.01507568359375,229.95370483398438,229.99493408203125,229.99485778808594,229.99497985839844,-0.00017726421356201172,0,0,2.4695587158203125,7.45069694519043,7.401385307312012,7.489780426025391,2.8615643978118896,3.2684338092803955,3.032400131225586,9.162398338317871,188.86587524414062,189.7498321533203,188.90696716308594,567.522705078125,188.64112854003906,190.66278076171875,188.68206787109375,567.9859619140625,50.0,50.0,50.0,0.5398377180099487,0.30817094445228577,-0.02516239881515503,-0.0,-0.0,-0.007706116884946823,-0.007235047407448292,-0.007485560607165098,-0.007591015659272671,-0.008046874776482582,-0.008299999870359898,425.2917785644531,424.7258605957031,850.0176391601562
9,13.07.2023 12:44:18.194269,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,0.0,1.401298464324817e-45,-74.97394561767578,-323.5486145019531,193.8441925048828,0.0,0.0,0.0,0.0,398.36273193359375,398.3621520996094,398.36199951171875,230.34298706054688,230.01608276367188,229.95286560058594,229.9949188232422,229.99472045898438,229.99501037597656,-0.00017791986465454102,0,0,2.469393491744995,7.451175689697266,7.401101589202881,7.489702224731445,2.8360350131988525,3.2824289798736572,3.055988311767578,9.17445182800293,188.8657989501953,189.7289581298828,188.88999938964844,567.4841918945312,188.64096069335938,190.64183044433594,188.6651153564453,567.9478759765625,50.0,50.0,50.0,0.5748329162597656,0.24149957299232483,-0.09183377027511597,-0.0,-0.0,-0.0077232476323843,-0.007217830047011375,-0.007508381735533476,-0.007346875034272671,-0.008046874776482582,-0.007811718620359898,425.3238830566406,424.6656494140625,849.989501953125
